qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens,reasoning
fin_b_003,ABCD,,,,4741,1167,5908,"【第1题 答案块】 选择标准: 核对两家公司2024/2025年营业收入、经营现金流净额、基本每股收益及同比变化。 分析: A: CATL营收2024=3620亿→2025=4237亿(增)；Midea营收2024=4071亿→2025=4565亿(增)。两家公司均增，入选。 B: CATL经营现金流969.9亿→1332.2亿(升)；Midea经营现金流605.1亿→533.5亿(降)。趋势描述正确，入选。 C: 经营现金流率=经营现金流/营收。CATL 2025=1332.2/4237.0≈31.44%；Midea 2025=533.5/4564.5≈11.69%。差值≈19.75个百分点。计算匹配，入选。 D: CATL EPS同比=(16.14-11.58)/11.58≈39.38%；Midea EPS同比=(5.80-5.44)/5.44≈6.62%。差值≈32.76个百分点。计算匹配，入选。 答案: A,B,C,D"
fin_b_004,AB,,,,4743,1143,5886,"【第3题 答案块】 选择标准: 核对三家公司2024/2025年资产负债率、流动比率、速动比率及其同比变化。 分析: A: BYD资产负债率2024=74.64%→2025=70.74%(降)；CATL 2024=65.24%→2025=61.94%(降)；Midea 2024=62.33%→2025=61.17%(降)。三家公司均降，入选。 B: 2025年资产负债率：Midea=61.17% < CATL=61.94% < BYD=70.74%。排序正确，入选。 C: BYD流动比率2024=0.75→2025=0.79(升)；速动比率2024=0.47→2025=0.42(降)。速动比率未升，不选。 D: CATL流动比率2024=1.61→2025=1.60(降)；速动比率2024=1.42→2025=1.36(降)。两者均降，非升，不选。 答案: A,B"
fin_b_005,AC,,,,6482,805,7287,【第4题 答案块】 选择标准: 核对四家公司2025年每10股全年现金分红金额及排序、计算。 分析: A: 注册表/年报显示每10股分红：宁德时代79.64元，美的43元，招行20.16元，中建2.718元，排序正确。入选。 B: P4/P79显示美的2025年中期5元+末期38元=全年43元，非38元，错误。不选。 C: P4显示招行全年每股2.016元，换算每10股为20.16元，正确。入选。 D: 宁德时代79.64元-美的43元=36.64元，非26.57元，错误。不选。 答案: AC
fin_b_006,BC,,,,4969,1154,6123,【第1题 答案块】 选择标准: 核对招商银行2025年报中不良贷款率、拨备覆盖率及核心一级资本充足率的数值与变动方向。 分析: A. P16显示不良贷款率由0.95%降至0.94%，相对降幅为(0.94-0.95)/0.95≈-1.05%，绝对降幅为0.01个百分点。选项称“相对降幅为0.01%”混淆了百分点与相对变化，不选。 B. P16显示拨备覆盖率2025年为391.79%，2024年为411.98%，本年比上年增减为“下降20.19个百分点”，判断正确，入选。 C. P16显示核心一级资本充足率2025年14.16%，2024年14.86%，2023年13.73%。较2024年下降0.70个百分点，较2023年高0.43个百分点(14.16-13.73=0.43)，判断正确，入选。 D. 不良贷款率下降(改善)，拨备覆盖率下降(恶化)，核心一级资本充足率下降(恶化)，并非三项均改善，不选。 答案: BC
fin_b_007,ABD,,,,5737,795,6532,"【第1题 答案块】 选择标准: 核对2023-2025年三年期EBITDA率、每股收益、现金流净额及ROE数据与变动值。 分析: A: P8表显示EBITDA率2024年32.1%，2023年33.8%（下降），2025年32.3%（回升0.2pp），正确。入选。 B: P8表显示基本每股收益2024年6.45，2025年6.35（减少0.10）；扣非后2024年5.72，2025年5.92（增加0.20），正确。入选。 C: P8表显示经营活动现金流净额2025年232,919，2024年315,741，降幅=(315741-232919)/315741≈26.2%，非82.82%，错误。不选。 D: P8表显示加权平均净资产收益率2025年9.9%，2024年10.4%，下降0.5pp，正确。入选。 答案: ABD"
fin_b_008,AC,,,,5743,796,6539,"【第3题 答案块】 选择标准: 核对中国建筑2024/2025年分红比例、现金流营收比、EPS/净利润降幅及变动额。 分析: A: P10/P86显示2025年分红比例28.75%，2024年24.29%，差值=4.46个百分点，正确。入选。 B: P13/P32显示2025年经营现金流20,537,132千元，营收2,082,141,811千元，占比≈0.99%<1%，错误。不选。 C: P13显示EPS降幅=(1.11-0.94)/1.11≈15.32%；归母净利润降幅=(461.94-390.69)/461.94≈15.41%，两者接近，正确。入选。 D: 归母净利润减少额≈461.94-390.69=71.25亿元；现金流增加额=205.37-158.26=47.11亿元，前者大于后者，错误。不选。 答案: AC"
fin_b_009,BCD,,,,4759,1172,5931,"【第2题 答案块】 选择标准: 核对两家公司2024/2025年研发费用金额、占营收比例及同比变化。 分析: A: CATL研发费率2024=5.14%→2025=5.23%(升)；Midea研发费率2024=3.99%→2025=3.90%(降)。Midea为降，非均升，不选。 B: CATL研发费增幅=(22146-18607)/18607≈19.02%；营收增幅=(423701-362012)/362012≈17.04%。研发费增幅>营收增幅，导致费率由5.14%升至5.23%，逻辑成立，入选。 C: Midea研发费2024=16232771→2025=17787624，增幅=(17787-16233)/16233≈9.58%；费率由3.99%降至3.90%，降幅0.09个百分点。数据匹配，入选。 D: 2025年CATL费率5.23% - Midea费率3.90% = 1.33个百分点。计算匹配，入选。 答案: B,C,D"
fin_b_010,AD,,,,4976,1156,6132,【第3题 答案块】 选择标准: 核对比亚迪与宁德时代2023-2025年资产负债率、利息保障倍数及现金利息保障倍数变动。 分析: A. 宁德时代资产负债率69.34%(2023)→65.24%(2024)→61.94%(2025)连续下降；利息保障倍数15.35→16.16→31.95连续上升，判断正确，入选。 B. 比亚迪现金利息保障倍数2023年128.98，2025年33.38，下降128.98-33.38=95.6个百分点，选项称74.12个百分点错误，不选。 C. 宁德时代利息保障倍数2025年31.95，2023年15.35，提高31.95-15.35=16.6个百分点，选项称108.14个百分点错误，不选。 D. 比亚迪2025资产负债率70.74%(下降)，利息保障倍数16.58(2024为24.73，下降)，现金利息保障倍数33.38(2024为88.70，下降)，判断正确，入选。 答案: AD
fin_b_011,ABC,,,,5742,713,6455,"【第5题 答案块】 选择标准: 核对各公司EBITDA占比、分红金额计算及每股换算。 分析: A: P8显示移动EBITDA 338,931/营收1,050,187≈32.27%，与披露32.3%一致，正确。入选。 B: P86显示中建每10股派2.718元，总股本413.20亿股，计算2.718/10*413.20≈112.31亿元，正确。入选。 C: P4显示招行每股2.016元，即每10股20.16元，正确。入选。 D: P79显示美的全年分红为43元（中期5元+末期38元），非48元，错误。不选。 答案: ABC"
fin_b_012,AB,,,,15382,2726,18108,"【第1题 答案块】 选择标准: 核对2025年合并与母公司报表的营收、现金流及每股收益数据。 分析: A项：合并营收456,451,731(24年407,149,600)增长，母公司936,519(24年946,607)下降，P135数据支持，入选。B项：合并经营现金流53,345,930为正，母公司(11,628,058)为负，P137数据支持，入选。C项：5.80元基本每股收益对应合并报表，母公司不适用，P136/P231数据支持，不选。D项：母公司经营现金流净额为(11,628,058)千元，非53,345,930，P137数据支持，不选。 答案: AB"
fin_b_013,40.05,10.10,,,6349,2023,8372,"【取数】 2024年境外收入: 221,884,773,000.00 元 2024年营业收入: 777,102,455,000.00 元 2025年境外收入: 310,740,988,000.00 元 2025年营业收入: 803,964,958,000.00 元  【计算】 1. 境外收入同比增幅:    增量 = 310,740,988,000.00 - 221,884,773,000.00 = 88,856,215,000.00 元    同比增幅 = 88,856,215,000.00 / 221,884,773,000.00 ≈ 0.4004610527 = 40.04610527%    保留两位小数: 40.05  2. 占比百分点变化:    2024年占比 = 221,884,773,000.00 / 777,102,455,000.00 ≈ 0.2855283339 = 28.55283339%    2025年占比 = 310,740,988,000.00 / 803,964,958,000.00 ≈ 0.3865106072 = 38.65106072%    占比提高百分点 = 38.65106072% - 28.55283339% = 10.09822733 个百分点    保留两位小数: 10.10  【核验】 - 单位与口径: 题目要求原始金额计算、不四舍五入中间过程。工具取数均为元，合并口径，与证据一致。 - 算式与结果: 同比增幅计算 88856215000/221884773000 = 40.046...%，四舍五入至两位小数为 40.05。占比提高百分点计算 38.65106...% - 28.55283...% = 10.09822...%，四舍五入至两位小数为 10.10。工具候选答案“40.05；10.10”与独立计算完全一致。  答案: 40.05；10.10"
fin_b_014,1.12,9.82,8.69,,7539,2622,10161,【取数】 - 2024年（合并）：营业收入 777102455000 元，归母净利润 40254346000 元，经营现金流净额 133453873000 元。 - 2025年（合并）：营业收入 803964958000 元，归母净利润 32619022000 元，经营现金流净额 59135544000 元。  【计算】 - 2024归母净利率 = 40254346000 / 777102455000 ≈ 0.0518005658 - 2025归母净利率 = 32619022000 / 803964958000 ≈ 0.0405726924 - 净利率下降百分点 = (0.0518005658 - 0.0405726924) × 100 = 1.1227873472… - 2024经营现金流率 = 133453873000 / 777102455000 ≈ 0.1717326593 - 2025经营现金流率 = 59135544000 / 803964958000 ≈ 0.0735548751 - 现金流率下降百分点 = (0.1717326593 - 0.0735548751) × 100 = 9.8177784186… - 差额 = 9.8177784186… - 1.1227873472… = 8.6949910714… - 按题目要求保留两位小数：净利率降幅 1.12；现金流率降幅 9.82；差额 8.69。  【核验】 - 单位与口径：均为合并口径、原始金额（元），与证据及工具一致。 - 算式与精度：工具给出的精确中间值与上述 Decimal 计算完全吻合；最终保留两位小数与工具候选答案 1.12；9.82；8.69 一致，舍入正确。  答案: 1.12；9.82；8.69
fin_b_015,宁德时代>美的集团,19.75,,,8221,2765,10986,"【取数】 - 宁德时代 2025 合并营业收入：423,701,834,000 元；经营活动产生的现金流量净额：133,219,982,000 元（来源 annual_catl_2025_report:P11/P25/P30）。 - 美的集团 2025 合并营业收入：456,451,731,000 元；经营活动产生的现金流量净额：53,345,930,000 元（来源 annual_midea_2025_report:P9/P135/P54）。 - 单位与口径一致，均为合并报表、人民币元。  【计算】 - 经营现金流率 = 经营活动产生的现金流量净额 / 营业收入。 - 宁德时代：133,219,982,000 / 423,701,834,000 ≈ 31.4419%。 - 美的集团：53,345,930,000 / 456,451,731,000 ≈ 11.6871%。 - 排序：宁德时代 > 美的集团。 - 差值（百分点）：31.4419% - 11.6871% ≈ 19.7548 → 保留两位小数 19.75。  【核验】 工具取数与口径正确；算式与四舍五入一致，差值 19.75 正确。  答案: 宁德时代>美的集团；19.75"
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,76.92,,,5807,1958,7765,【取数】 - 宁德时代：每10股派息数（含税）年度预案为69.57元（P58/P59），中期分红为10.07元（P58）。全年合计口径=69.57+10.07=79.64元。 - 美的集团：每10股派息数（含税）为43元（P79），为全年总额。 - 招商银行：每股派息数（含税）2.016元（P101），换算为每10股=20.16元。 - 中国建筑：每10股派息数（含税）2.718元（P88）。  【计算】 排序（从高到低）：宁德时代(79.64) > 美的集团(43) > 招商银行(20.16) > 中国建筑(2.718)。 差额计算：79.64 - 2.718 = 76.922。 舍入要求：差额保留两位小数，即76.92。  【核验】 - 宁德时代：原文年度预案69.57元为扣除中期后的剩余分配额，需与中期10.07元相加得全年79.64元。工具取数79.64正确，口径一致。 - 美的集团：原文43元为年度方案总额，工具取数43正确。 - 招商银行：原文每股2.016元，工具换算20.16元正确。 - 中国建筑：原文2.718元，工具取数2.718正确。 - 排序与差额：79.64>43>20.16>2.718，差额76.922保留两位小数为76.92。工具答案与计算过程一致。  答案: 宁德时代>美的集团>招商银行>中国建筑；76.92
fin_b_017,1049321.98,0.08,,,3459,1808,5267,"【取数】 - 中国移动2025年合并EBITDA=338,931百万元（即338,931,000,000元），来源P8。 - 中国移动2025年披露EBITDA率=32.3%，来源P8。 - 中国移动2025年合并营业收入=1,050,187百万元（即1,050,187,000,000元），来源P8/P88。  【计算】 - 隐含营业收入=EBITDA÷EBITDA率=338,931÷0.323≈1,049,321.981424…百万元，保留两位小数为1,049,321.98。 - 绝对相对偏差=|隐含营收−报告营收|÷报告营收×100%=|1,049,321.981424−1,050,187|÷1,050,187×100%≈0.082368…%，保留两位小数为0.08。  【核验】 - 单位与口径：EBITDA与营收均为合并口径，单位百万元；EBITDA率按“EBITDA/营业收入”口径披露，百分数换算正确（32.3%=0.323）。 - 算式与舍入：隐含营收=338,931÷0.323=1,049,321.981424…→1,049,321.98；相对偏差=|1,049,321.981424−1,050,187|÷1,050,187×100%=0.082368…%→0.08%，均与工具候选答案一致。 - 结论：工具取数、换算、算式与舍入均正确，证据充分，予以保留。  答案: 1049321.98；0.08"
fin_b_018,2.58,7.65,,,2547,1571,4118,"【取数】 - 美的集团 2025 年资产负债率：61.17%（来源：annual_midea_2025_report:P124，合并口径，原文 P269 表格“资产负债率 2025年12月31日 61.17%""） - 美的集团 2025 年加权平均净资产收益率：19.70%（来源：annual_midea_2025_report:P10，合并口径，原文 P276 补充资料“归属于公司普通股股东的净利润 净资产收益率(%) 2025年度 19.70%""）  【计算】 1. 百分数转小数：资产负债率=0.6117；ROE=0.197。 2. 权益乘数=1÷(1-0.6117)=1÷0.3883≈2.575328354... 3. 近似资产收益率=ROE÷权益乘数=0.197÷2.575328354...≈0.0764951...，即 7.64951...%。 4. 按题目要求保留两位小数：权益乘数=2.58；近似资产收益率=7.65（去%符号）。  【核验】 - 单位与口径：两项指标均为美的集团 2025 年合并报表口径，单位均为百分数，与取数一致。 - 算式：权益乘数=1÷(1-资产负债率)，近似资产收益率=ROE÷权益乘数，与题目给定公式一致。 - 舍入：中间过程未四舍五入，最终结果保留两位小数。2.5753...→2.58；7.64951...%→7.65，符合常规四舍五入规则及题目“后者不带%”格式要求。 - 工具给出的精确计算过程及候选答案与上述复核完全一致。  答案: 2.58；7.65"
fin_b_019,比亚迪>宁德时代>美的集团,0.84,,,5503,2749,8252,【取数】 - 比亚迪（合并口径，2025）：资产负债率=70.74%（来源：annual_byd_2025_report:P116，FACT表） - 宁德时代（合并口径，2025）：资产负债率=61.94%（来源：annual_catl_2025_report:P212原文及FACT表） - 美的集团（合并口径，2025）：资产负债率=61.17%（来源：annual_midea_2025_report:P124原文及FACT表）  【计算】 - 权益乘数=1÷(1-资产负债率)，中间过程不四舍五入：   - 比亚迪：1÷(1-0.7074)=1÷0.2926≈3.417635000000000   - 宁德时代：1÷(1-0.6194)=1÷0.3806≈2.627430373095113   - 美的集团：1÷(1-0.6117)=1÷0.3883≈2.575328354365182 - 排序（从高到低）：比亚迪>宁德时代>美的集团 - 差值（最高-最低）：3.417635000000000-2.575328354365182=0.842306645634818，保留两位小数为0.84  【核验】 - 口径：均为合并报表资产负债率，与FACT及原文一致；单位均为%，计算时已正确转换为小数。 - 算式：严格使用“权益乘数=1÷(1-资产负债率)”，中间未四舍五入，与题目要求一致。 - 排序与差值：排序正确；差值计算与工具候选答案0.84一致，舍入符合保留两位小数要求。  答案: 比亚迪>宁德时代>美的集团；0.84
fin_b_020,112.32,112.31,0.01,,3833,1450,5283,"【取数】 - 归母净利润（合并口径）：390.69亿元（39,069,002,000元，annual_cscec_2025_report:P13） - 分红比例：28.75%（annual_cscec_2025_report:P88） - 每10股派息金额：2.718元（annual_cscec_2025_report:P88） - 基准股本：41,320,390,444股（annual_cscec_2025_report:P10）  【计算】 - 反推总额：390.69亿元 × 28.75% = 112.323375亿元 → 保留两位小数112.32亿元 - 方案总额：2.718元/10股 × 41,320,390,444股 ÷ 10^8 = 112.308821226792亿元 → 保留两位小数112.31亿元 - 绝对差额：|112.323375 - 112.308821226792| = 0.014553773208亿元 → 保留两位小数0.01亿元  【核验】 - 口径与单位一致：均为合并口径归母净利润，单位为亿元，分红比例为含税现金分红占比。 - 算式正确：反推总额=归母净利润×分红比例；方案总额=每10股派息×基准股本÷10。 - 舍入与工具答案一致：112.32；112.31；0.01。 - 证据充分：2025年报P88明确列示归母净利润39,069,002千元、每10股派息2.718元、现金分红金额11,230,882千元、分红比例28.75%，与取数完全匹配。  答案: 112.32；112.31；0.01"
ins_b_001,333.20,,,,4326,1293,5619,【取数】 平安智盈金生：第8保单年度，累计所交保险费80万元，保单账户累计收益12万元；国寿增益宝：第3保单年度，个人账户价值90万元；国寿鑫享添盈：现金价值70万元；平安富鸿金生：现金价值86万元。  【计算】 1. 平安智盈金生：第8个保单年度属第6至第10个保单年度区间，现金价值=累计所交保险费+保单账户累计收益×75%=80+12×0.75=89.00万元。 2. 国寿增益宝：第3个保单年度退保费用比例为2%，现金价值=个人账户价值×(1-2%)=90×0.98=88.20万元。 3. 国寿鑫享添盈：犹豫期后退保退还现金价值，即70.00万元。 4. 平安富鸿金生：犹豫期后退保退还现金价值，即86.00万元。 合计=89.00+88.20+70.00+86.00=333.20万元。  【核验】 四款产品单位均为万元，口径均为犹豫期后解除合同退还金额。平安智盈金生按条款第6-10保单年度规则计算正确；国寿增益宝按第3年2%退保费用比例计算正确；后两款直接采用题干给定现金价值符合条款约定。算式与舍入无误，工具候选答案与证据一致。  答案: 333.20
ins_b_002,BC,,,,3207,1005,4212,【第1题 答案块】 选择标准: 核对各产品身故保险金计算规则及年龄给付比例。 分析:  A: 国寿增益宝40岁给付比例160%，基本保额100万×160%=160万，与账户价值130万取大，应为160万，选项称130万错误。不选。 B: 国寿增益宝45岁给付比例140%，基本保额100万×140%=140万，与账户价值130万取大，应为140万，选项正确。入选。 C: 平安智盈金生领取日前身故，按保单账户价值给付，76万元正确。入选。 D: 国寿鑫享添盈身故金取大值：100-30=70万与现金价值80万取大，应为80万，选项称70万错误。不选。 答案: BC
