qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens,reasoning
fc_b_010,BCD,,,,42551,2323,44874,定位：依据【text10 P320-P321】关于《业绩预测补偿及减值补偿协议》中补偿方式及计算公式的条款。 提取：P321规定补偿优先以股份进行，股份不足时以现金补足；P320列示麝香酮资产补偿公式，涉及累积承诺与实际收入差额、交易作价及补偿义务人持有宏济堂股份比例39.61%。 推导：A项称“优先现金补偿”，与P321规定的“优先股份、不足补现金”机制相悖，故排除。B项描述符合P321规定的股份为主、现金为辅的补偿顺序，正确。C项指出公式包含累积收入差额，对照P320公式分子部分，描述准确，正确。D项指出计算考虑交易作价及39.61%持股比例，对照P320公式乘数项，要素齐全且数值一致，正确。 结论：综上，A错误，B、C、D正确，最终答案为BCD。
fc_b_011,ABC,,,,39832,2292,42124,定位：依据西部证券债券募集说明书【text14 P132】中关于发行人财务指标的披露内容。提取：原文记载“最近三年末，公司合并口径的资产负债率（扣除代理款）分别为66.27%、62.47%、64.00%”及“最近三年末，公司流动比率分别为1.91、1.95、1.83”。结合表格列头时间顺序（2023年、2024年、2025年），对应各年末具体数值。推导：逐项核对选项数据。选项A对应2025年末数据，资产负债率64.00%、流动比率1.83，与原文末尾数值一致，入选；选项B对应2024年末数据，资产负债率62.47%、流动比率1.95，与原文中间数值一致，入选；选项C对应2023年末数据，资产负债率66.27%、流动比率1.91，与原文起始数值一致，入选；选项D声称2023年末资产负债率为67.27%、流动比率为1.89，与原文提取的66.27%和1.91不符，排除。结论：正确描述为A、B、C，最终答案确认为ABC。
fc_b_012,BCD,,,,41169,1610,42779,定位：依据文档【text09 P32】中“（1）修正权限与修正幅度”章节关于金达威可转债转股价格向下修正的具体条款。提取：触发条件为任意连续三十个交易日中至少有十五个交易日收盘价低于当期转股价格的85%；修正后价格不低于股东大会召开日前二十个交易日及前一个交易日股票交易均价；同时不得低于最近一期经审计每股净资产值和股票面值；表决时持有本次可转债的股东应当回避。推导：选项A称触发阈值为80%，与原文规定的85%不符，故排除；选项B描述修正后价格不低于特定期间交易均价，符合原文规定，入选；选项C指出修正后价格不低于每股净资产和面值，与原文一致，入选；选项D说明关联股东需回避表决，符合原文要求，入选。结论：经逐项比对，选项A错误，选项B、C、D正确，最终答案为BCD。
fc_b_013,A,,,,12515,687,13202,定位：依据文档【text13】第66页“评级观点”及第68页第八章“担保情况”。提取：第68页明确记载“本次债券由铁路建设基金提供不可撤销连带责任保证担保”；第66页评级观点亦确认“考虑了铁路建设基金提供的不可撤销连带责任保证担保对铁路建设债券偿还起到的保障作用”。推导：题目表述核心要素为“担保人是铁路建设基金”及“提供不可撤销连带责任保证担保”。经比对，文档两处关键信息均直接支持该表述，且内容完全一致，无逻辑矛盾或额外限制条件。因此，题目关于担保人身份及担保方式的描述符合文档事实，判定为正确。选项A对应“正确”，选项B对应“错误”，基于原文确证，排除选项B。结论：题目表述与文档事实一致，故选A。
fc_b_014,14.41,,,,26067,6037,32104,定位：依据西部证券债券募集说明书text14第112页《主要财务数据及财务指标》表，锁定合并报表口径下2023年至2025年度归属于母公司所有者的净利润数据。提取：从表中直接读取关键数值，2023年度净利润为11.66亿元，2024年度净利润为14.03亿元，2025年度净利润为17.54亿元。推导：根据题目要求计算三年平均值，首先将三年净利润相加得出总和，算式为11.66 + 14.03 + 17.54 = 43.23亿元；随后将总和除以年份数3，即43.23 ÷ 3 = 14.41亿元。计算结果无需进一步修约，直接满足保留两位小数的格式要求。结论：经核算，2023年至2025年发行人归属于母公司所有者的净利润平均值为14.41亿元，与作答一致。
fc_b_015,CD,,,,41398,2281,43679,定位：依据【text10】第16、43、44、61及271页关于科源制药重组交易对方股份锁定期的承诺内容。 提取：力诺投资、力诺集团及济南财投系主体承诺锁定期为发行结束之日起36个月；其他交易对方若持有标的资产权益不足12个月，锁定期为36个月，否则一般为12个月。 推导：A项描述力诺系主体锁定36个月，与原文一致，说法正确，不选；B项描述济南财投系主体锁定36个月，与原文一致，说法正确，不选；C项称持有资产权益不足12个月的对方锁定12个月，但原文规定此类情况应锁定36个月，说法错误，入选；D项称所有交易对方均锁定36个月，忽略了大部分对方仅锁定12个月的情形，以偏概全，说法错误，入选。 结论：题目要求选出错误说法，经核对C、D两项表述与文档事实不符，故正确答案为CD。
fc_b_016,C,,,,35163,1620,36783,"定位：依据文档【text13 P14】及【text13 P15】中关于中国铁路建设债券募集资金具体用途的披露信息。提取：关键原句显示“初步安排用于铁路建设项目800亿元，装备购置250亿元，债务结构调整1,950亿元”，且P15再次确认“1,950亿元用于债务结构调整”。推导：题干要求识别用于“债务结构调整”的金额。逐项分析选项：A项800亿元对应铁路建设项目，不符；B项250亿元对应装备购置，不符；D项3000亿元为债券发行总额，非特定用途金额，均排除。C项1950亿元与文档中明确列示的债务结构调整资金完全一致，逻辑匹配无误。结论：中国铁路建设债券募集资金中用于债务结构调整的金额为1950亿元，故正确选项为C。"
fc_b_017,BC,,,,41299,2543,43842,"定位：依据文档【text12 P9】、【text12 P18】、【text12 P19】及【text12 P63】。提取：P19记载交易对方海航旅游集团与公司无关联关系，不构成关联交易；实际控制人仍为陕西省国资委，不构成重组上市。P9及P63记载标的为长安银行5.92%股权，评估采用市场法。P18及P63记载评估值与流拍价均为76,799.69万元。推导：A项称构成关联交易，与P19“不存在关联关系”矛盾，故错误。B项称不构成重组上市且实控人未变更，符合P19描述，故正确。C项称标的为5.92%股权且用市场法评估，与P9、P63一致，故正确。D项称流拍价低于评估值，但证据显示两者数值相等（均为76,799.69万元），故错误。结论：排除A、D，确认B、C正确，最终答案为BC。"
fc_b_018,ABD,,,,40064,2136,42200,定位：依据【text06】第29至32页关于鼎捷数智可转债发行条款的规定。提取：P29规定初始转股价格不低于募集说明书公告日前二十个交易日及前一个交易日股票交易均价；P30规定转股价格向下修正方案须经出席会议股东所持表决权三分之二以上通过；P31指出到期赎回价格需提请股东大会授权董事会协商确定；P32明确有条件回售仅在最后两个计息年度触发，且每年仅可行使一次。推导：选项A关于初始转股价格确定依据的描述与P29原文一致，故入选；选项B关于修正权限表决比例的描述符合P30规定，故入选；选项C声称无需股东大会授权，与P31中“提请股东大会授权”的表述矛盾，故排除；选项D关于回售触发时间限定及行使次数限制的描述与P32条款完全吻合，故入选。结论：综合上述分析，正确选项为A、B、D。
fc_b_019,ABCD,,,,42782,2033,44815,定位：依据文档【text12】第13、14、57及61页关于长安银行风险管理的相关章节。提取：P13指出风险集中于贷款、债券投资及承诺担保等表内外业务；P14明确流动性风险源于存款集中提款、理财兑付、贷款延期及资产负债错配；P57规定董事会为最高决策机构并下设风险管理委员会；P61阐述建立以业务管理、风险合规及审计监督构成的“三道防线”内控体系，分别对应第一至第三道防线。推导：选项A概括了主要风险分布，与P13原文一致，故入选；选项B准确列举了流动性风险来源，符合P14描述，故入选；选项C正确界定了董事会及其委员会的职责地位，与P57相符，故入选；选项D准确描述了操作风险管理体系中“三道防线”的具体构成与职能划分，契合P61内容，故入选。结论：四个选项均准确反映原文信息，最终答案为ABCD。
fc_b_020,2.30,,,,20653,5800,26453,"定位：依据文档text12第71页，以2017年12月31日为评估基准日，获取长安银行股东权益及股本相关数据。提取：关键数值包括长安银行股东全部权益评估值为1,298,036.10万元，总股本数（即注册资本）为564,141.7298万股。推导：根据每股净资产评估值计算公式，将股东全部权益评估值除以总股本数。具体算式为：1,298,036.10万元 ÷ 564,141.7298万股。由于分子分母单位均为“万”，直接相除即可得到元/股的数值。计算结果为2.30090426...元/股。按照题目要求保留两位小数，对第三位小数进行舍去处理，得出最终评估值为2.30元/股。该计算结果与原文记载的“每股净资产评估值为2.30元”相互验证，数据一致且逻辑闭环。结论：长安银行每股净资产的评估值为2.30元/股。"
fin_b_001,ACD,,,,47741,11555,59296,"定位：依据比亚迪2024年年度报告（P24）及2025年年度报告（P29）中的分地区营业收入数据。 提取：2024年境外收入占比28.55%，中国收入555,217,682,000.00元；2025年境外收入占比38.65%，境外收入310,740,988,000.00元，中国收入493,223,970,000.00元；两年总营收分别为777,102,455,000.00元和803,964,958,000.00元。 推导：A项，占比差值38.65%-28.55%=10.10个百分点，正确；B项，相对增幅为10.10%/28.55%≈35.38%，非10.10%，错误；C项，境外增加额=310,740,988,000-221,884,773,000=88,856,215,000元，中国减少额=555,217,682,000-493,223,970,000=61,993,712,000元，前者大于后者，正确；D项，净增差额88,856,215,000-61,993,712,000=26,862,503,000元，与总营收增量803,964,958,000-777,102,455,000=26,862,503,000元一致，正确。 结论：选项A、C、D判断正确，最终答案为ACD。"
fin_b_002,BCD,,,,57173,11374,68547,"定位：依据比亚迪2024年及2025年年度报告第11页财务数据。 提取：2024年营收777,102,455,000元、归母净利润40,254,346,000元、经营现金流133,453,873,000元；2025年营收803,964,958,000元、归母净利润32,619,022,000元、经营现金流59,135,544,000元。 推导：A项，2024与2025年归母净利率分别为5.18%和4.06%，绝对降幅1.12个百分点，相对降幅约21.6%，选项混淆概念，错误。B项，净利润同比变动(326.19-402.54)/402.54≈-18.97%，描述正确。C项，经营现金流同比变动(591.36-1334.54)/1334.54≈-55.69%，描述正确。D项，经营现金流占营收比例由17.17%降至7.36%，下降约9.81个百分点，与选项9.82个百分点在容差内一致，正确。 结论：排除A，确认B、C、D描述准确，最终答案为BCD。"
fin_b_003,ABD,,,,94589,20976,115565,"定位：依据宁德时代2025年报P11及美的集团2025年报P9中关于营业收入、经营活动现金流量净额及基本每股收益的数据。 提取：宁德2024/2025年营收分别为362,012,554/423,701,834千元，经营现金流为96,990,345/133,219,982千元，EPS增幅39.38%；美的2024/2025年营收分别为407,149,600/456,451,731千元，经营现金流为60,511,572/53,345,930千元，EPS增幅6.62%。 推导：A项，两家营收同比分别增长17.04%和12.11%，均增长，正确。B项，宁德经营现金流率由26.79%升至31.44%，美的由14.86%降至11.69%，一升一降，正确。C项，2025年两者经营现金流率差值为31.44%-11.69%=19.75个百分点，正确。D项，EPS增幅差值为39.38%-6.62%=32.76个百分点，正确。 结论：选项A、B、C、D判断均符合数据推导结果，故正确答案为ABCD。"
fin_b_004,AB,,,,53168,8341,61509,定位：依据比亚迪2024/2025年报（P135/P116）、宁德时代2024/2025年报（P109/P106）及美的集团2025年报（P124）中的财务数据。提取：比亚迪资产负债率由74.64%降至70.74%，流动比率0.75升至0.79，速动比率0.47降至0.42；宁德时代资产负债率由65.24%降至61.94%，流动比率1.61降至1.60，速动比率1.42降至1.36；美的集团资产负债率由62.33%降至61.17%。推导：A项，三家公司2025年资产负债率均较2024年下降，描述正确。B项，2025年资产负债率排序为美的(61.17%)<宁德(61.94%)<比亚迪(70.74%)，顺序正确。C项，比亚迪速动比率下降，故“均上升”错误。D项，宁德时代两项比率均下降，故“均上升”错误。结论：正确选项为A、B。
fin_b_005,ACD,,,,81304,19574,100878,定位：依据宁德时代、美的集团、招商银行及中国建筑2025年年度报告中“利润分配”或“财务数据”章节。提取：宁德时代每10股派息69.57元；美的集团中期每10股5元、末期38元，合计43元；招商银行每股2.016元（即每10股20.16元）；中国建筑每10股2.718元。推导：针对选项A，比较各公司每10股分红额，69.57>43>20.16>2.718，排序为宁德>美的>招行>建筑，描述正确。针对选项B，美的全年分红应含中期与末期总和43元，而非仅末期38元，描述错误。针对选项C，招行每股2.016元换算为每10股20.16元，数值匹配，描述正确。针对选项D，计算宁德与美的人均分红差额，69.57-43=26.57元，计算无误，描述正确。结论：选项A、C、D判断准确，选项B存在统计口径错误，故正确答案为ACD。
fin_b_006,BC,,,,42090,10477,52567,定位：依据招商银行2025年年度报告P16页数据。 提取：2025年不良贷款率0.94%（2024年0.95%）；拨备覆盖率391.79%（2024年411.98%）；核心一级资本充足率14.16%（2024年14.86%，2023年13.73%）。 推导：A项错误，不良率由0.95%降至0.94系下降0.01个百分点，而非相对降幅0.01%（实际约1.05%），概念混淆。B项正确，拨备覆盖率变动为391.79%-411.98%=-20.19个百分点，与描述一致。C项正确，核心一级资本充足率较2024年变动14.16%-14.86%=-0.70个百分点，较2023年变动14.16%-13.73%=+0.43个百分点，计算无误。D项错误，拨备覆盖率与核心一级资本充足率均较上年下降，属指标恶化，并非三项均改善。 结论：排除A、D，确认B、C描述准确，最终答案为BC。
fin_b_007,ABD,,,,43995,10480,54475,"定位：依据《中国移动2025年年度报告》第8页主要财务指标数据。提取：EBITDA率2023-2025年分别为33.8%、32.1%、32.3%；基本每股收益2024年6.45元、2025年6.35元，扣非后分别为5.72元、5.92元；经营现金流2024年315,741百万元、2025年232,919百万元（同比-26.2%）；加权平均净资产收益率2024年10.4%、2025年9.9%。推导：A项，2025年EBITDA率较2024年上升32.3%-32.1%=0.2pp，描述正确；B项，基本每股收益减少6.35-6.45=-0.10元，扣非后增加5.92-5.72=0.20元，描述正确；C项，文档明确标注现金流降幅为26.2%，与选项所称82.82%严重不符，错误；D项，净资产收益率变化为9.9%-10.4%=-0.5pp，描述正确。结论：选项A、B、D判断正确，C错误，最终答案为ABD。"
fin_b_008,AC,,,,60785,11164,71949,"定位：依据中国建筑2024年及2025年年度报告，重点参考P88、P90页财务数据。 提取：2024年现金分红占比24.29%（P90），2025年为28.75%（P88）；2025年经营现金流净额20,537,132千元，营收2,082,141,811千元；2025年基本每股收益0.94元，2024年1.11元；2025年归母净利润39,069,002千元，2024年（调整前）约46,193,694千元；2024年经营现金流净额15,825,793千元。 推导：A项，28.75%-24.29%=4.46个百分点，陈述正确。B项，20,537,132/2,082,141,811≈0.99%<1%，陈述错误。C项，EPS降幅(0.94-1.11)/1.11≈-15.32%，净利降幅(39,069,002-46,193,694)/46,193,694≈-15.42%，两者接近，陈述正确。D项，净利减少额7,124,692千元大于现金流增加额4,711,339千元，陈述错误。 结论：选项A、C判断正确，最终答案为AC。"
fin_b_009,BCD,,,,62476,10600,73076,"定位：依据宁德时代与美的集团2024年、2025年年度报告中“研发费用”及“营业收入”相关财务数据章节。 提取：宁德时代2024/2025年研发费用分别为18,606,756千元、22,146,581千元，营收同比增幅17.04%，研发费用率分别为5.14%、5.23%；美的集团2024/2025年研发费用分别为16,232,771千元、17,787,624千元，研发费用率分别为3.99%、3.90%。 推导：A项错误，宁德上升但美的下降（3.99%→3.90%），非均上升。B项正确，宁德研发费用增幅(22,146,581-18,606,756)/18,606,756≈19.03%，高于营收增幅17.04%，致费率升至5.23%。C项正确，美的研发费用增幅(17,787,624-16,232,771)/16,232,771≈9.58%，费率下降0.09个百分点，描述相符。D项正确，2025年两者费率差值5.23%-3.90%=1.33个百分点。 结论：选项B、C、D描述符合数据事实，A项错误，故正确答案为BCD。"
fin_b_010,AD,,,,70308,11718,82026,定位：依据宁德时代2024年报P110、2025年报P106，及比亚迪2024年报P135、2025年报P116中的偿债指标数据。 提取：宁德资产负债率2023-2025年分别为69.34%、65.24%、61.94%；利息保障倍数分别为15.35、16.16、31.95。比亚迪现金利息保障倍数2023年为128.98，2025年为33.38；2025年资产负债率70.74%（2024年74.64%），利息保障倍数16.58（2024年24.73），现金利息保障倍数33.38（2024年88.70）。 推导：A项，宁德资产负债率连续下降，利息保障倍数连续上升，描述正确。B项，比亚迪现金利息保障倍数降幅为128.98-33.38=95.60，非74.12，错误。C项，宁德利息保障倍数增幅为31.95-15.35=16.60，非108.14，错误。D项，比亚迪2025年资产负债率下降，但两项利息保障倍数均较2024年下降，描述正确。 结论：选项A、D判断正确，最终答案为AD。
fin_b_011,ABC,,,,63136,10836,73972,"定位：依据中国移动2025年报P8、中国建筑2025年报P86、招商银行2025年报P4及P101、美的集团2025年报P4及P79。提取：移动EBITDA为338,931百万元，营收1,050,187百万元；建筑每10股派2.718元，总股本41,320,390,444股；招行每股分红2.016元；美的中期每10股派5元，期末方案每10股派38元，全年合计方案为每10股43元。推导：A项，338,931/1,050,187≈32.27%，与披露的32.3%基本一致，正确；B项，41,320,390,444/10*2.718≈112.31亿元，计算吻合，正确；C项，2.016*10=20.16元/10股，换算无误，正确；D项，全年分红应为中期5元加期末38元共43元，选项称48元错误。结论：A、B、C项计算或陈述正确，D项错误，故正确答案为ABC。"
fin_b_012,A,,,,26617,5234,31851,"定位：依据美的集团2025年年度报告，重点查阅P9、P143、P230、P231及P234页的合并与母公司财务报表数据。 提取：P9显示合并营业收入456,451,731千元，同比增12.11%；P234显示合并经营活动现金流量净额53,345,930千元；P231显示基于合并净利润计算的基本每股收益为5.80元/股。报告中未直接提供母公司口径的营收、现金流具体数值。 推导：A项因缺乏母公司营收数据，无法验证其同比下降说法，证据不足；B项同理，缺失母公司现金流数据，无法判断正负；C项中5.80元EPS系基于“归属于母公司普通股股东的合并净利润”计算，属合并报表指标，选项误判为母公司单体指标，错误；D项将P234合并口径的现金流53,345,930千元张冠李戴为母公司数据，归属错误。四项均存在事实错误或证据缺失。 结论：所有选项判断均不成立，本题无正确选项，与原作答“A”不一致，实际应选“无”。"
fin_b_013,40.05,10.10,,,31098,7846,38944,"定位：依据比亚迪2024年及2025年年度报告，关键数据取自2025年报P11“主要会计数据和财务指标”、P29“营业收入构成-分地区”，以及2024年报P24对应章节。提取：2025年营业收入803,964,958,000.00元，境外收入310,740,988,000.00元；2024年营业收入777,102,455,000.00元，境外收入221,884,773,000.00元。推导：首先计算2025年境外收入同比增幅，算式为(310,740,988,000.00 - 221,884,773,000.00) / 221,884,773,000.00 × 100%，结果约为40.0461%，保留两位小数得40.05%。其次计算占比变化，2025年境外收入占比为310,740,988,000.00 / 803,964,958,000.00 ≈ 38.6510%，2024年占比为221,884,773,000.00 / 777,102,455,000.00 ≈ 28.5528%。两者相减得占比提高百分点为38.6510% - 28.5528% ≈ 10.0982%，保留两位小数得10.10。结论：最终答案为40.05；10.10。"
fin_b_014,1.12,9.82,8.69,,44595,12062,56657,"定位：依据比亚迪2024年及2025年年度报告第11页合并口径数据。提取：2024年营收777,102,455,000.00元、归母净利润40,254,346,000.00元、经营现金流133,453,873,000.00元；2025年营收803,964,958,000.00元、归母净利润32,619,022,000.00元、经营现金流59,135,544,000.00元。推导：计算2024年归母净利率为40,254,346,000/777,102,455,000≈5.18%，2025年为32,619,022,000/803,964,958,000≈4.06%，净利率降幅为5.18%-4.06%=1.12个百分点。计算2024年经营现金流率为133,453,873,000/777,102,455,000≈17.17%，2025年为59,135,544,000/803,964,958,000≈7.36%，现金流率降幅为17.17%-7.36%=9.82个百分点（中间过程不四舍五入精确计算得9.817...%）。两者差额为9.82-1.12=8.70个百分点。结论：净利率降幅1.12，现金流率降幅9.82，差额8.70，最终答案为1.12；9.82；8.70。"
fin_b_015,宁德时代>美的集团,19.75,,,42501,10023,52524,"定位：依据宁德时代2025年年度报告第11页及美的集团2025年年度报告第9页获取财务数据。提取：宁德时代营业收入423,701,834千元，经营活动产生的现金流量净额133,219,982千元；美的集团营业收入456,451,731千元，经营活动产生的现金流量净额53,345,930千元。推导：根据公式经营现金流率=经营活动产生的现金流量净额/营业收入×100%计算。宁德时代经营现金流率为133,219,982/423,701,834×100%≈31.4419%；美的集团经营现金流率为53,345,930/456,451,731×100%≈11.6871%。比较两者数值，31.4419%大于11.6871%，故排序为宁德时代高于美的集团。计算差值：31.4419%-11.6871%=19.7548个百分点，保留两位小数为19.75。结论：宁德时代>美的集团；19.75"
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,76.92,,,49391,11761,61152,定位：依据宁德时代2025年报P58、美的集团2025年报P79、招商银行2025年报P101、中国建筑2025年报P86-87。提取：宁德时代中期每10股派10.07元，年末预案每10股派69.57元；美的中期每10股派5元，年末预案每10股派38元；招行每股合计派息2.016元（含中期）；中建每10股派2.718元，无中期记录。推导：计算全年每10股分红：宁德时代=10.07+69.57=79.64元；美的集团=5+38=43.00元；招商银行=2.016×10=20.16元；中国建筑=2.718元。排序得：宁德时代(79.64)>美的集团(43.00)>招商银行(20.16)>中国建筑(2.718)。计算最高与最低差额：79.64-2.718=76.922，保留两位小数为76.92。结论：最终排序为宁德时代>美的集团>招商银行>中国建筑，差额为76.92。
