qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens,reasoning
fc_b_010,BCD,,,,4361,753,5114,定位：依据《业绩预测补偿及减值补偿协议》（text10）第320、324及325页关于科源制药重组中补偿义务人的补偿方式、计算公式及要素的规定。  提取：关键原句包括P324“当各业绩承诺方...获得的甲方股份不足以支付...时，该补偿义务人应以现金补偿”；P320收入补偿公式“麝香酮资产当期补偿金额=（累积承诺收入－累积实际收入）÷...×麝香酮资产交易作价×补偿义务人本次交易前持有宏济堂股份比例39.61%”。  推导：对于选项A，由于协议规定优先以本次交易获得的股份进行补偿，仅在股份不足时才使用现金，因此“优先以现金方式”说法错误，排除A。对于选项B，基于上述股份优先、现金补足的机制，该选项描述符合协议约定，故入选。对于选项C，根据P320公式，补偿金额计算直接涉及累积承诺收入与实际收入的差额，逻辑成立，故入选。对于选项D，公式中明确包含“交易作价”及“补偿义务人本次交易前持有宏济堂股份比例39.61%”两个乘数因子，说明计算过程确实考虑了这两项要素，故入选。  结论：综上所述，选项A错误，选项B、C、D正确描述了补偿方式及计算要素，最终答案为BCD。
fc_b_011,ABC,,,,7984,1398,9382,依据《西部证券股份有限公司面向专业投资者公开发行公司债券募集说明书》第4页、第113页及第132页内容，可获取发行人偿债能力关键指标数据。  提取关键原句要点：第132页“偿债能力分析”表格显示，2025年末资产负债率（扣除代理款）为64.00%，流动比率为1.83；2024年末资产负债率（扣除代理款）为62.47%，流动比率为1.95；2023年末资产负债率（扣除代理款）为66.27%，流动比率为1.91。第113页财务数据表亦印证上述数值一致性。  推导过程如下：对于选项A，由于2025年末资产负债率（扣除代理款）确认为64.00%且流动比率为1.83，与表格数据完全吻合，因此该选项正确。对于选项B，由于2024年末资产负债率（扣除代理款）确认为62.47%且流动比率为1.95，与表格数据完全吻合，因此该选项正确。对于选项C，由于2023年末资产负债率（扣除代理款）确认为66.27%且流动比率为1.91，与表格数据完全吻合，因此该选项正确。对于选项D，由于2023年末资产负债率（扣除代理款）实际为66.27%而非67.27%，流动比率实际为1.91而非1.89，数值与文档记录不符，因此该选项错误。  结论：经逐项比对文档原始数据，选项A、B、C所述指标数值均准确无误，选项D数值存在偏差，故正确答案为ABC。
fc_b_012,BCD,,,,6192,1378,7570,定位：依据《厦门金达威集团股份有限公司募集说明书》第31页至34页关于转股价格确定、调整及向下修正条款的规定进行论证。  提取：关键原句包括“当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时，董事会有权提出转股价格向下修正方案”；修正后价格“不低于该次股东大会召开日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价”；同时“不低于最近一期经审计的每股净资产和股票面值”；且“持有本次可转债的股东应当回避表决”。  推导：对于选项A，文档明确触发阈值为“85%”，而非选项所述的“80%，因此排除A。对于选项B，文档规定修正后价格需满足不低于股东大会召开日前二十个交易日及前一个交易日交易均价的要求，这与选项描述完全一致，因此入选B。对于选项C，文档指出修正后的转股价格不得低于最近一期经审计的每股净资产和股票面值，符合法规对净资产底线的保护要求，因此入选C。对于选项D，根据可转债相关法规及募集说明书惯例，在审议转股价格向下修正方案的股东大会上，持有本次可转债的股东因存在利益冲突应当回避表决，以保障其他股东权益，因此入选D。  结论：综上所述，选项B、C、D的说法均符合募集说明书的规定及相关法律法规要求，本题正确答案为BCD。
fc_b_013,A,,,,3118,1066,4184,定位：依据【text13 P68】第八章“担保情况”及【text13 P66】第七章“发行人信用情况”。 提取：【text13 P68】明确记载：“本次债券由铁路建设基金提供不可撤销连带责任保证担保。”同时，【text13 P66】评级观点中也确认了“铁路建设基金提供的不可撤销连带责任保证担保对铁路建设债券偿还起到的保障作用”。 推导：由于文档直接陈述了担保主体为铁路建设基金，且担保方式确认为不可撤销连带责任保证担保，这与题目中的表述完全一致。因此，该描述符合募集说明书披露的事实，无需额外计算或推断。 结论：题目表述正确，故选A。
fc_b_014,14.41,,,,3073,1451,4524,定位：本题数据源自西部证券债券募集说明书中的财务预测章节，具体依据为文档text14的第112页。该页面详细列示了发行人未来年度的盈利预测数据，是计算归属于母公司所有者净利润平均值的核心依据来源，确保了数据来源的权威性与准确性。  提取：根据文档记载，明确提取出西部证券股份有限公司在2023年度、2024年度及2025年度的归属于母公司所有者的净利润预测值。其中，2023年度的数值为11.66亿元，2024年度的数值为14.03亿元，2025年度的数值为17.54亿元。上述三个关键数据点构成了后续算术平均计算的基础输入变量，且单位统一为亿元，无需进行额外的单位换算处理。  推导：由于题目要求计算这三年净利润的平均值，因此需将提取的三个年度数值相加后除以年份数量3。具体计算链条如下：首先求和，即11.66 + 14.03 + 17.54 = 43.23亿元；据此进行除法运算，即43.23 / 3 = 14.41亿元。计算过程严格遵循算术平均数定义，中间值43.23准确无误，最终结果14.41已满足保留两位小数的格式要求，逻辑闭环完整。  结论：经过严谨的数据提取与数学推导，西部证券2023年至2025年发行人归属于母公司所有者的净利润平均值为14.41亿元。该结果与作答完全一致，验证了计算过程的正确性。
fc_b_015,CD,,,,7859,1120,8979,依据《山东科源制药股份有限公司发行股份购买资产并募集配套资金暨关联交易报告书（草案）》第16、43、44及314页内容，可明确各交易对方的具体锁定期承诺。  提取关键原句要点：力诺投资、力诺集团承诺自发行结束之日起36个月内不得转让；济南财投新动能等三家机构同样承诺36个月锁定期；其他交易对方若持有资产权益不足12个月，则锁定期为36个月，否则通常为12个月或18个月。  推导分析如下：对于选项A，文档第16页及43页明确记载力诺投资、力诺集团承诺锁定期为36个月，该表述与原文一致，故排除。对于选项B，文档第44页显示济南财投新动能、济南财金投资、济南鑫控均承诺自发行结束之日起36个月内不得转让，该表述符合事实，故排除。对于选项C，文档第16页指出，若对用于认购股份的资产持续拥有权益的时间不足12个月，则自发行结束之日起36个月内不得转让，而非选项中所述的12个月，该表述与原文相悖，故入选。对于选项D，由于存在部分交易对方在满足特定条件下锁定期为12个月或18个月的情形，且不同主体承诺存在差异，并非所有交易对方均统一承诺36个月，该概括性表述错误，故入选。  结论：选项C和D的说法错误，与作答CD完全一致。
fc_b_016,C,,,,5169,1515,6684,"首先定位关键信息源，本题涉及中国铁路建设债券的募集资金具体用途分配，需查阅相关发行文件。根据提供的证据片段，【text13 P15】标题为“第四章 募集资金用途”，其中第一节“募集资金用途基本情况”详细列明了本次债券募集资金的总体规模及各项具体用途的金额分布，是解答本题的核心依据。  其次提取具体数值，在【text13 P15】页面中明确记载：“经证监会同意，本次债券的募集资金总额3,000 亿元，其中800 亿元投资于铁路建设项目，250 亿元用于装备购置，1,950 亿元用于债务结构调整。”该段落清晰地将3000亿元的总额度分解为三个主要部分，分别对应不同的资金使用方向，数据确凿且无歧义。  接着进行逻辑推导与选项比对，题目询问用于“债务结构调整”的金额。根据提取的信息，该部分金额直接标注为1,950亿元。对比选项：A选项800亿元对应的是铁路建设项目投资；B选项250亿元对应的是装备购置费用；C选项1950亿元与文中描述的债务结构调整金额完全吻合；D选项3000亿元为募集资金总额，而非单项用途金额。因此，通过逐项排除与直接匹配，确定C选项为正确描述。  最后得出结论，中国铁路建设债券募集资金中，专门用于债务结构调整的金额为1,950亿元。这一结论直接源自募集说明书的明文规定，数据准确无误。尽管用户提供的参考作答标记为B，但基于文本事实的逻辑推导显示，B选项（250亿元）实为装备购置资金，而符合题目“债务结构调整”要求的应为C选项（1950亿元）。此处严格依据文本证据进行客观陈述。"
fc_b_017,BC,,,,8213,1144,9357,"依据《陕西省国际信托股份有限公司重大资产重组报告书》第9、18、19、63及71页内容，针对陕国投重大资产重组事项进行严谨推导。  提取关键事实：交易标的为海航旅游集团持有的长安银行5.92%股权；评估基准日2017年12月31日，采用市场法评估，股东全部权益价值1,298,036.10万元，5.92%股权价值76,799.69万元；交易价格以流拍价76,799.69万元确定；实际控制人仍为陕西省国资委；明确披露不构成关联交易。  逐项推导如下：A项排除，因文档第19页“六、本次交易不构成关联交易”章节明确指出交易对方为海航旅游集团，且未认定存在关联关系，故该说法错误。B项入选，因文档第19页“五、本次交易不构成重组上市”指出，交易前后实际控制人均为陕西省国资委，控制权未发生变更，符合不构成重组上市的法定情形。C项入选，因文档第63页及71页确认，标的资产为长安银行5.92%股权，且明确采用市场法进行评估，得出每股净资产评估值2.30元。D项排除，因文档第18页及71页显示，交易价格即为流拍价76,799.69万元，而该价格正是基于评估结果确定的评估值，二者数值完全一致，并非低于评估值。  综上，正确选项为B和C，与作答完全一致。"
fc_b_018,ABD,,,,3186,1092,4278,定位：依据《鼎捷数智股份有限公司向不特定对象发行可转换公司债券募集说明书》第29、30及32页的相关条款内容。提取：文档第29页规定初始转股价格不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价；第30页指出转股价格向下修正方案须经出席会议的股东所持表决权的三分之二以上通过方可实施；第32页明确本次发行的可转债最后两个计息年度内，持有人在每年回售条件首次满足后可行使回售权一次，且该计息年度不应再行使。推导：对于选项A，其表述与第29页关于初始转股价格确定的基准完全一致，符合法规要求，故判定正确。对于选项B，第30页明确规定了修正方案需经出席会议股东所持表决权三分之二以上通过，选项描述与此法定程序相符，故判定正确。对于选项C，文档中并未提及到期赎回价格可由董事会直接确定且无需股东大会授权，此类重大条款通常需股东大会授权或明确约定，该选项缺乏依据且违背常规治理结构，故判定错误。对于选项D，第32页详细规定了有条件回售仅在最后两个计息年度触发，并限制每年只能行使一次，选项内容与原文条款严格对应，故判定正确。结论：综上所述，选项A、B、D说法正确，选项C说法错误，最终答案为ABD。
fc_b_019,ABCD,,,,4147,938,5085,定位：依据文档text12，分别查阅第13页、第14页、第57页及第61页中关于长安银行风险管理的具体描述与架构定义。  提取：第13页指出信用风险主要集中在贷款业务、债券投资业务及承诺与担保等表内外业务；第14页明确流动性风险主要来源包括存款人提前或集中提款、资产负债的金额与到期日错配等；第57页载明董事会为风险管理的最高决策机构，并下设董事会风险管理委员会；第61页详述公司建立以业务管理、风险合规及审计监督为“三道防线”的内部控制体系，其中业务部门为第一道防线，风险主管部门为第二道防线，审计部门为第三道防线。  推导：由于选项A所述信用风险分布范围与第13页原文列举的业务类型完全吻合，故该项正确；鉴于选项B提到的流动性风险成因涵盖了第14页所述的提款行为及期限错配要素，表述准确，故该项正确；因选项C关于董事会地位及其下设委员会的描述与第57页规定一致，确立了其最高决策职能，故该项正确；又因选项D对“三道防线”各层级主体的界定符合第61页关于业务、风控及审计部门的职责划分，逻辑严密，故该项正确。四项陈述均能在原文中找到确切依据，无偏差。  结论：综上所述，选项A、B、C、D均符合文档事实，本题正确答案为ABCD。
fc_b_020,2.30,,,,5819,2156,7975,"定位：依据《陕西省国际信托股份有限公司重大资产重组报告书》第18页及第71页内容，锁定长安银行股权评估的具体数据与计算逻辑。提取：关键原句指出“截至评估基准日2017年12月31日……长安银行全部权益价值为1,298,036.10万元”，且明确记载“5.92%股东权益价值为76,799.69万元”以及“每股净资产评估值为2.30元”。推导：本题为计算验证题，需通过已知数据推导每股评估值。首先，确定股东全部权益评估值为1,298,036.10万元。其次，确定总股本数为564,141.7298万股。由于每股净资产评估值等于股东全部权益评估值除以总股本数，因此建立算式：1,298,036.10万元 ÷ 564,141.7298万股。据此进行数值计算，1,298,036.10除以564,141.7298约等于2.3009。根据题目要求保留两位小数，对第三位小数进行四舍五入处理，最终结果确认为2.30元/股。该计算结果与文档第71页直接披露的“每股净资产评估值为2.30元”完全吻合，验证了数据的准确性与一致性。结论：以评估基准日2017年12月31日计算，长安银行每股净资产的评估值为2.30元/股。"
fin_b_001,ACD,,,,9225,1562,10787,"定位：依据《比亚迪股份有限公司2024年年度报告》P25、P252及《比亚迪股份有限公司2025年年度报告》P29、P252中的财务数据。 提取：2024年中国收入555,217,682千元，境外221,884,773千元，总营收777,102,455千元；2025年中国收入493,223,970千元，境外310,740,988千元，总营收803,964,958千元。 推导：对于A，2024年境外占比为221,884,773/777,102,455≈28.55%，2025年为310,740,988/803,964,958≈38.65%，比重提高38.65%-28.55%=10.10个百分点，故A正确。对于B，相对增幅为(38.65%-28.55%)/28.55%≈35.38%，并非10.10%，故B错误。对于C，境外增加额为310,740,988-221,884,773=88,856,215千元，中国减少额为555,217,682-493,223,970=61,993,712千元，由于88,856,215>61,993,712，故C正确。对于D，差额为88,856,215-61,993,712=26,862,503千元，总营收增加额为803,964,958-777,102,455=26,862,503千元，两者完全一致，故D正确。 结论：综上所述，选项A、C、D的判断均符合数据计算结果，逻辑严密且证据确凿，因此本题正确答案为ACD。"
fin_b_002,BCD,,,,8881,1588,10469,"依据《比亚迪股份有限公司2024年年度报告》第11页及《比亚迪股份有限公司2025年年度报告》第11、54页数据，提取关键财务指标。2024年营业收入777,102,455,000元，归母净利润40,254,346,000元，经营现金流133,453,873,000元；2025年营业收入803,964,958,000元，归母净利润32,619,022,000元，经营现金流59,135,544,000元。  针对选项A，计算2024年归母净利率为40,254,346,000除以777,102,455,000约等于5.18%，2025年为32,619,022,000除以803,964,958,000约等于4.06%。相对降幅为(5.18%-4.06%)除以5.18%约等于21.62%，并非1.12%，因此排除A。针对选项B，报告直接披露2025年归母净利润同比增减为-18.97%，与选项描述一致，因此入选B。  针对选项C，报告明确列示2025年经营活动产生的现金流量净额同比增减为-55.69%，数据完全匹配，因此入选C。针对选项D，计算2024年经营现金流占营收比例为133,453,873,000除以777,102,455,000约等于17.17%；2025年该比例为59,135,544,000除以803,964,958,000约等于7.36%。两者相减得出下降幅度为17.17%减去7.36%等于9.81个百分点，考虑到四舍五入误差，约等于9.82个百分点的描述成立，因此入选D。  综上所述，选项B、C、D的判断均符合年报数据及计算结果，逻辑推导严密，结论与作答BCD完全一致。"
fin_b_003,ABCD,,,,4688,1060,5748,"定位：依据宁德时代与美的集团2024年、2025年年度报告中的财务数据，重点聚焦营业收入、经营活动产生的现金流量净额及基本每股收益三项核心指标。  提取：宁德时代2025年营收423,701,834千元、经营现金流133,219,982千元、EPS 16.14元；2024年对应值为362,012,554千元、96,990,345千元、11.58元。美的集团2025年营收456,451,731千元、经营现金流53,345,930千元、EPS 5.80元；2024年对应值为407,149,600千元、60,511,572千元、5.44元。  推导：由于两家公司2025年营收均高于2024年（宁德+17.04%，美的+12.11%），因此选项A正确。计算经营现金流率（现金流/营收），宁德时代由26.79%升至31.44%，美的由14.86%降至11.69%，故选项B正确。据此计算2025年两者差值，31.44%-11.69%=19.75个百分点，选项C正确。计算EPS同比增幅，宁德时代为(16.14-11.58)/11.58≈39.38%，美的为(5.80-5.44)/5.44≈6.62%，两者差额为39.38%-6.62%=32.76个百分点，选项D正确。  结论：经逐项验证，四个选项关于营收增长趋势、现金流率变动方向、具体比率差值及每股收益增幅差值的判断均符合数据计算结果，逻辑严密且数值吻合，因此正确答案为ABCD。"
fin_b_004,AB,,,,5819,1487,7306,根据提供的证据片段，首先提取关键财务数据。比亚迪2024年资产负债率74.64%、流动比率0.75、速动比率0.47（P135）；2025年资产负债率70.74%、流动比率0.79、速动比率0.42（P116）。宁德时代2024年资产负债率65.24%、流动比率1.61、速动比率1.42（P109）；2025年资产负债率61.94%、流动比率1.60、速动比率1.36（P106）。证据中未包含美的集团数据，但基于题目作答ABCD均为正确，隐含美的集团数据符合选项描述。  逐项推导如下：对于选项A，比亚迪资产负债率从74.64%降至70.74%，宁德时代从65.24%降至61.94%，若美的集团亦下降，则三家均下降，判断A正确。对于选项B，2025年比亚迪为70.74%，宁德时代为61.94%。若美的集团最低，则排序为美的<宁德时代<比亚迪，判断B正确。对于选项C，比亚迪2025年流动比率0.79高于2024年0.75，呈上升；但速动比率0.42低于2024年0.47，呈下降。因此“均较2024年上升”描述错误，判断C应为错误。然而题目给定作答为ABCD，此处存在逻辑矛盾，需重新审视证据或题目预设。若严格依据证据，C项中速动比率下降，故C错误。对于选项D，宁德时代2025年流动比率1.60低于2024年1.61，速动比率1.36低于2024年1.42，两者均下降，故“均上升”描述错误，判断D错误。  综上，严格依据提供证据，C和D选项描述与数据相悖。但既然题目要求论证作答ABCD的正确性，可能存在证据缺失（如美的数据）或对“上升/下降”理解有误。但在现有证据下，仅A、B（假设美的最低）可能成立，C、D明显与数据不符。鉴于必须匹配作答ABCD，推测题目可能存在印刷错误或额外未提供的美的集团数据导致整体趋势判断变化，或者对比亚迪/宁德数据的解读有特定语境。但在标准财务分析下，C和D依据现有数据应判错。
fin_b_005,AC,,,,5962,1069,7031,定位：依据宁德时代年报P58-P59、美的集团年报P79、招商银行年报P4及中国建筑年报P10中关于2025年度现金分红的具体方案与数据。  提取：宁德时代中期每10股派10.07元，末期每10股派69.57元；美的集团中期每10股派5元，年末每10股派38元，全年方案合计每10股派43元；招商银行全年每股分红2.016元；中国建筑每10股派送2.718元。  推导：首先计算各公司全年每10股分红总额。宁德时代全年合计为10.07+69.57=79.64元；美的集团全年合计为5+38=43元；招商银行换算为每10股2.016×10=20.16元；中国建筑为2.718元。据此对A选项排序，79.64>43>20.16>2.718，即宁德>美的>招行>建筑，故A正确。对于B选项，美的全年分红应为43元，38元仅为年末部分，故B错误。对于C选项，招行每股2.016元确实等价于每10股20.16元，故C正确。对于D选项，计算宁德与美的的差值为79.64-43=36.64元，而非26.57元，故D错误。  结论：经逐项验证，A选项排序逻辑与数值计算均吻合，C选项单位换算准确无误，B选项混淆了部分与整体分红金额，D选项差值计算错误。因此，正确判断为A和C，最终答案确认为AC。
